date,airline,origin,destination,departure_time,distance,arrival_delay,weather_condition,wind_speed,visibility,month,day,weekday,delayed
2024-09-03,6,9,6,841,1855,9,0,6.250677731325681,7.4442856471932926,9,3,1,0
2024-07-23,2,7,1,577,2430,6,0,11.993743140280412,9.291396920357144,7,23,1,0
2024-06-13,0,11,8,1157,386,0,1,10.996502942576525,3.85960756261354,6,13,3,0
2024-07-24,3,10,4,1719,911,10,0,12.690121666181186,9.056229952142736,7,24,2,0
2024-08-22,6,1,8,1159,2311,13,0,13.059552544235611,8.0740967374103,8,22,3,0
2024-08-06,3,2,8,820,2000,19,0,10.169470369571568,7.131936229907295,8,6,1,1
2024-05-19,6,4,1,1663,1954,-2,0,0.125632304307709,7.667349963670103,5,19,6,0
2024-05-22,3,1,11,1940,1945,0,0,3.600844032837536,8.069187371759668,5,22,2,0
2024-09-26,6,9,7,555,510,3,0,14.892657650094716,7.57343632771417,9,26,3,0
2024-03-03,3,0,3,593,1208,108,2,45.61166449785304,0.8464871744259381,3,3,6,1
2024-07-21,5,6,5,1129,863,-25,0,10.652847953037668,8.075730475468468,7,21,6,0
2024-02-05,1,3,10,1820,975,43,0,11.230787492652365,8.197281064662803,2,5,0,1
2024-09-12,6,7,5,1901,2289,65,1,19.71269637763626,3.794188184648648,9,12,3,1
2024-09-13,5,6,7,965,2153,0,0,9.151112480652104,7.643112678156615,9,13,4,0
2024-10-29,0,3,11,1691,1386,9,0,7.556422075994126,9.765934853259171,10,29,1,0
2024-07-03,4,0,9,580,1319,22,0,5.603364133463046,7.7022295460708605,7,3,2,1
2024-10-19,4,3,5,1308,1441,8,0,14.986824738878394,8.658791621647499,10,19,5,0
2024-03-01,4,7,4,2066,1067,18,0,4.497669619876545,8.341737998100623,3,1,4,1
2024-03-27,0,9,0,2013,2311,130,2,30.693424078547828,0.6172052475249525,3,27,2,1
2024-12-21,5,5,4,665,2112,9,0,9.894647260520392,8.142511276727692,12,21,5,0
2024-03-21,2,8,0,1559,916,42,1,13.327375186352285,2.520982967376855,3,21,3,1
2024-11-29,5,2,3,1345,1753,87,2,42.29990749649996,0.6052490399488751,11,29,4,1
2024-07-16,2,10,3,668,2143,-9,0,3.676757653680026,8.11501293518199,7,16,1,0
2024-07-14,5,1,4,1588,688,18,0,2.9325088637597165,7.810782647554331,7,14,6,1
2024-06-28,1,4,0,2140,1272,39,0,14.743389890852049,9.34988886381242,6,28,4,1
2024-08-10,5,5,9,1283,1055,19,0,5.194131196534968,7.723376892734776,8,10,5,1
2024-07-25,0,7,8,1122,303,19,0,14.3972554134737,7.778591578568738,7,25,3,1
2024-12-05,0,9,6,1639,2287,3,0,3.4218681695320075,8.560919530877527,12,5,3,0
2024-11-29,6,10,1,1247,2470,20,0,5.05795628845609,8.139288363453764,11,29,4,1
2024-05-28,6,7,4,2258,1438,13,0,6.675017548687031,9.755803365419522,5,28,1,0
2024-04-21,3,2,9,621,2048,-2,0,6.386361406306629,8.775591907792958,4,21,6,0
2024-10-09,6,7,9,697,961,5,0,9.253091375981308,9.393078237798482,10,9,2,0
2024-03-23,2,0,6,1390,1256,1,0,13.662040928256294,9.172122868205411,3,23,5,0
2024-08-31,1,6,9,1694,1823,29,1,12.3216865290834,2.42629664077333,8,31,5,1
2024-11-24,2,4,7,1785,1361,1,0,5.988178563272242,8.042153143216597,11,24,6,0
2024-03-02,5,2,7,2127,908,10,0,3.8369292351134874,9.226810557466376,3,2,5,0
2024-10-02,0,6,3,1891,468,69,1,21.05397182759293,4.285163279870901,10,2,2,1
2024-09-09,0,7,10,1734,2240,18,0,0.0309056323595197,7.142626071770515,9,9,0,1
2024-03-10,5,1,10,2035,759,59,0,7.96350265464581,9.93368240198211,3,10,6,1
2024-05-09,0,10,6,530,1652,-4,0,7.958865753059044,8.904342817959398,5,9,3,0
2024-03-12,2,2,4,1282,1979,31,1,19.46997468163839,2.6848254579886213,3,12,1,1
2024-04-05,2,1,4,798,2455,-6,0,9.44782093939414,9.113608550652552,4,5,4,0
2024-06-14,5,2,5,1901,2476,61,1,21.87396107727938,4.693243028360048,6,14,4,1
2024-12-17,0,0,3,1044,1617,-2,0,12.413849984227053,7.631968628408654,12,17,1,0
2024-01-26,5,5,9,1651,2040,-11,0,7.71405049191915,7.756023869875869,1,26,4,0
2024-08-28,3,3,8,1377,643,13,0,12.809216461259854,9.537417290792408,8,28,2,0
2024-09-17,4,0,9,938,663,27,0,4.667556302492177,8.998032477062923,9,17,1,1
2024-12-16,6,1,5,711,1928,0,0,0.3194315070422093,7.300484738808898,12,16,0,0
2024-11-21,2,8,9,928,1361,4,0,14.474049998191866,8.574737507923228,11,21,3,0
2024-11-11,0,1,9,567,1993,15,0,11.825554602533566,7.332180771022368,11,11,0,0
2024-01-30,3,9,11,570,1504,14,1,23.561353124414893,3.7635208996410014,1,30,1,0
2024-02-24,6,10,7,2254,1184,66,1,18.980506707823757,2.7849249921764385,2,24,5,1
2024-12-30,3,11,8,710,664,26,1,12.497794154612162,3.1035888586599443,12,30,0,1
2024-01-23,4,1,2,1422,1871,16,0,4.039474266879671,9.603207453713992,1,23,1,1
2024-08-02,6,2,11,1465,304,48,2,33.3761778531499,1.86910493165808,8,2,4,1
2024-06-01,1,8,10,1113,2211,0,0,4.547603201303071,8.815722280674919,6,1,5,0
2024-10-20,1,6,0,1839,1468,9,0,3.490832559216928,7.247180883615754,10,20,6,0
2024-05-08,2,10,2,2277,2063,56,0,3.787063657539949,9.58867350990256,5,8,2,1
2024-01-01,3,4,0,1372,1960,9,0,7.500112294466272,8.082754235995207,1,1,0,0
2024-08-25,6,9,6,1993,1232,58,0,3.603029248295044,7.814941345027452,8,25,6,1
2024-03-03,6,6,1,2205,1844,38,0,4.468282408723589,8.925781850510717,3,3,6,1
2024-01-28,2,10,6,2289,1025,30,0,0.1957856471309221,7.226527759801963,1,28,6,1
2024-03-25,6,11,8,2289,373,162,2,33.443159058284785,1.4178269257248504,3,25,0,1
2024-12-08,4,7,4,2098,1799,88,2,29.91243712931579,1.643114855502262,12,8,6,1
2024-10-18,5,6,11,696,467,26,0,5.870024031126672,7.683300263479976,10,18,4,1
2024-07-25,1,2,6,694,941,-22,0,3.542336376611723,9.949104988005097,7,25,3,0
2024-03-11,1,9,1,2006,2034,49,1,12.415396325941176,2.54485940579168,3,11,0,1
2024-04-16,6,9,5,1393,991,6,0,11.390319151615149,7.109047626743854,4,16,1,0
2024-04-05,0,9,5,1744,2126,23,0,3.488649086437277,8.087601423384204,4,5,4,1
2024-09-02,3,10,11,728,2470,13,0,8.851580083314415,9.372701986664156,9,2,0,0
2024-06-14,4,11,9,2040,907,26,0,4.012314972148378,7.588282060730879,6,14,4,1
2024-10-14,5,4,0,1468,1796,0,0,2.3455456204828997,8.26544564374376,10,14,0,0
2024-02-09,1,0,8,1735,1176,18,0,10.235239883100247,7.907671519061597,2,9,4,1
2024-11-18,0,8,5,1378,1171,22,0,5.05836435891032,8.614045322821964,11,18,0,1
2024-10-02,1,2,6,2229,1802,24,0,3.0580165390492047,8.849670280713621,10,2,2,1
2024-04-24,5,2,11,2096,760,32,0,9.13731164368523,9.43055946677605,4,24,2,1
2024-01-13,6,6,11,824,691,19,0,10.24682211442986,9.67252536782227,1,13,5,1
2024-02-13,1,3,8,1526,2172,26,0,6.469883617434087,9.109217439357106,2,13,1,1
2024-06-03,5,7,2,1641,1741,28,1,12.150669116971626,4.58964503794366,6,3,0,1
2024-09-09,4,11,10,2093,799,40,0,5.075359826332374,7.171040031688223,9,9,0,1
2024-06-15,3,5,2,1690,309,18,0,10.22487900022957,8.42292560540427,6,15,5,1
2024-08-25,3,7,0,1726,1946,134,2,46.34424611623763,0.92516623874925,8,25,6,1
2024-10-10,3,5,8,542,662,21,1,18.65087512494334,2.4028985199883954,10,10,3,1
2024-02-19,4,7,3,509,2351,30,1,22.098702426951263,4.010357001501885,2,19,0,1
2024-04-13,4,8,9,1589,2485,0,0,10.69602205510045,8.47198549848362,4,13,5,0
2024-12-07,2,5,4,1637,1370,19,0,6.915395399493118,9.753987591662176,12,7,5,1
2024-10-06,1,2,8,2170,349,14,0,9.85640464448037,7.171764157519872,10,6,6,0
2024-09-29,0,7,1,1669,1963,1,0,2.821351456031052,8.057173831346201,9,29,6,0
2024-11-07,2,9,7,1077,548,17,0,3.0289353348574277,7.714755580202844,11,7,3,1
2024-09-08,6,3,8,1130,1548,19,1,22.868709726417475,2.710022779549133,9,8,6,1
2024-01-07,6,10,11,1494,1250,35,1,14.72110643720934,2.316839904347602,1,7,6,1
2024-04-16,4,3,10,1911,465,22,0,5.5146468011594605,7.612948926096817,4,16,1,1
2024-10-28,5,4,5,856,1571,16,1,16.485445687914464,2.958561282514604,10,28,0,1
2024-08-28,5,1,3,1501,629,-3,0,6.106642492297065,7.985306864463658,8,28,2,0
2024-03-24,5,4,7,606,1420,26,1,21.192670617945254,2.182627436644787,3,24,6,1
2024-11-23,6,0,10,1406,871,28,1,11.71746393888678,3.750695311051561,11,23,5,1
2024-09-21,2,3,0,521,1826,8,1,12.638799034432171,4.279055034285825,9,21,5,0
2024-08-18,1,6,9,1901,1460,-5,0,2.0383757494409958,7.634904247545166,8,18,6,0
2024-02-04,6,5,9,1034,1411,63,2,28.39127031173972,1.3799795685903853,2,4,6,1
2024-06-29,1,1,5,561,1829,102,2,28.99687617022303,1.0696270407578912,6,29,5,1
2024-03-06,2,7,5,2050,361,25,0,14.862639153263585,9.636033069299824,3,6,2,1
2024-11-01,6,11,3,1077,1301,14,0,1.5504552933544953,8.784176948342946,11,1,4,0
2024-08-18,0,11,6,1343,1730,54,1,11.775450111892772,3.770942994656364,8,18,6,1
2024-06-23,1,6,0,1982,1036,16,0,0.8844641778502876,7.77683353627379,6,23,6,1
2024-04-13,2,4,6,997,1469,30,0,14.121354783565431,7.19886743339356,4,13,5,1
2024-12-15,4,11,4,1281,2035,8,0,7.991684876361623,9.546479812250322,12,15,6,0
2024-07-26,6,8,7,927,1507,6,0,8.819233178798264,9.822654556036824,7,26,4,0
2024-04-17,3,2,1,1604,2364,27,1,12.808393521934054,4.918506326966753,4,17,2,1
2024-06-27,0,6,3,2232,2089,25,0,2.4933877099633013,7.545540916307451,6,27,3,1
2024-07-27,2,11,9,1141,792,15,0,11.639347696267963,7.553447250950518,7,27,5,0
2024-06-21,2,3,0,656,1888,-11,0,11.027822962483976,7.52414521281149,6,21,4,0
2024-03-31,6,9,3,2003,1101,32,0,13.778798185269574,8.46933446030322,3,31,6,1
2024-12-29,1,10,8,1881,1984,23,0,9.925751793386288,7.23758337773664,12,29,6,1
2024-11-20,1,6,4,1769,1613,7,0,10.749288463112388,8.994487427011437,11,20,2,0
2024-03-08,2,3,0,705,680,2,0,14.769713937336176,8.440746386829336,3,8,4,0
2024-08-22,1,2,10,1708,1456,35,1,13.54020217937098,4.982418714050452,8,22,3,1
2024-02-29,6,11,0,1560,1594,24,0,8.062576461301788,8.818155698697485,2,29,3,1
2024-04-24,1,6,0,1532,1381,10,0,12.408112846494248,7.865254786468983,4,24,2,0
2024-03-25,5,8,11,661,2485,-5,0,0.5289527646990994,7.4306143839319105,3,25,0,0
2024-09-09,3,5,11,1202,1034,32,1,23.900546631366662,4.549919923609494,9,9,0,1
2024-09-15,1,5,1,1202,2002,31,0,3.3442758843586398,9.891988378657356,9,15,6,1
2024-01-18,2,7,3,1864,1933,34,0,1.105834968053696,7.749828264692659,1,18,3,1
2024-03-31,0,3,7,1151,861,0,0,13.017445767661355,9.29748056656787,3,31,6,0
2024-01-27,4,7,3,1918,925,81,1,15.106809215245022,2.4893716141221143,1,27,5,1
2024-12-28,4,3,11,1815,665,33,0,6.629415625721492,9.163789992244302,12,28,5,1
2024-09-23,2,0,1,2125,2484,26,0,4.68409323843694,8.723078054235923,9,23,0,1
2024-04-21,4,3,8,1453,1271,31,0,10.751433395890988,9.205565460252824,4,21,6,1
2024-04-05,4,4,7,984,2086,8,0,9.064999785491809,9.021938002894728,4,5,4,0
2024-05-20,2,2,10,1056,2085,33,1,13.435710694859656,3.724968551703349,5,20,0,1
2024-06-08,1,9,5,1915,1939,81,1,16.85525528457587,3.919400473227108,6,8,5,1
2024-04-29,3,3,9,950,554,74,2,32.29140159878663,1.74748958749556,4,29,0,1
2024-12-23,3,11,9,1209,1646,109,2,30.75186041119773,0.7680423533980308,12,23,0,1
2024-07-24,0,5,10,503,2455,101,2,45.439554903671294,1.5091051139860068,7,24,2,1
2024-01-05,0,1,2,628,725,-20,0,9.595588733624204,9.555318230795647,1,5,4,0
2024-03-07,0,0,4,623,1042,-14,0,2.400879935794904,8.530478467418778,3,7,3,0
2024-12-21,1,10,5,1533,1349,6,0,6.239605719329926,7.173210558660279,12,21,5,0
2024-04-01,5,2,10,622,898,8,1,16.659135990325787,4.521131610813628,4,1,0,0
2024-06-17,4,8,0,629,459,33,1,16.79164131956085,4.954148302114595,6,17,0,1
2024-01-27,3,9,5,665,1684,0,0,2.197580755721601,7.148985904957537,1,27,5,0
2024-02-07,6,10,9,1146,799,2,0,7.336128402084746,8.913963139106205,2,7,2,0
2024-12-15,6,0,11,1173,753,18,1,21.228120119562316,2.376661025007163,12,15,6,1
2024-06-27,3,9,4,800,1373,12,0,6.948052963603419,7.518236971567022,6,27,3,0
2024-10-29,6,9,6,2277,2146,39,1,21.627407358716574,2.8166470481587766,10,29,1,1
2024-10-01,5,0,6,806,1131,32,1,18.19107840242468,3.311984017581172,10,1,1,1
2024-05-01,6,3,11,2118,310,59,1,19.35825768535661,3.1721793878543925,5,1,2,1
2024-09-23,5,9,4,810,1468,29,1,20.809627503861197,2.4127891188742763,9,23,0,1
2024-11-23,0,0,5,958,1277,-27,0,13.531213715101435,9.825618515456206,11,23,5,0
2024-08-03,5,0,3,1122,2338,8,0,9.936129811262637,7.491072278600851,8,3,5,0
2024-10-23,2,8,11,1371,391,31,1,18.00945020339253,2.0111337300926806,10,23,2,1
2024-10-07,1,5,2,605,688,65,2,40.67498659917154,1.001799105955989,10,7,0,1
2024-03-30,1,0,7,1285,1306,17,0,13.3765091262724,7.218441087777959,3,30,5,1
2024-12-28,5,2,6,1704,1890,36,0,14.22373058979159,8.884623958802637,12,28,5,1
2024-10-27,5,5,9,1244,403,14,0,9.137565490691026,9.2177342300624,10,27,6,0
2024-03-12,4,2,9,1573,1740,14,0,5.90949615765752,8.5999970602957,3,12,1,0
2024-03-03,0,5,2,1627,1367,22,0,9.412978447998348,9.542463629453032,3,3,6,1
2024-07-12,5,0,8,1959,527,60,0,13.259792146557643,7.241420800067867,7,12,4,1
2024-02-28,1,10,7,1570,669,-13,0,11.243649185425122,7.6152347249351555,2,28,2,0
2024-04-13,4,4,8,2275,2484,37,0,8.992560458536229,9.911793473923362,4,13,5,1
2024-10-27,1,3,4,868,1041,42,1,17.970387064094407,4.398025311533919,10,27,6,1
2024-10-22,3,11,7,1535,856,28,0,13.332462651653024,8.473681430406035,10,22,1,1
2024-03-02,0,2,7,949,1933,31,0,10.498105632870915,8.819123563476113,3,2,5,1
2024-03-26,6,0,3,1033,2452,-8,0,1.086543071812407,9.495654233957596,3,26,1,0
2024-06-01,3,9,6,571,2471,-9,0,7.156211346812044,8.627196398408364,6,1,5,0
2024-05-18,4,6,7,1571,821,-7,0,14.254975035071512,9.990573855130448,5,18,5,0
2024-11-17,6,10,6,1490,1787,23,0,10.850327856790129,7.777973727382624,11,17,6,1
2024-12-07,2,10,0,1182,1001,33,1,20.359648496072968,4.212383258857921,12,7,5,1
2024-12-14,5,6,4,1864,548,17,0,8.91597382077017,8.68361296502458,12,14,5,1
2024-01-20,0,11,9,1071,1132,39,1,15.381453364236148,3.864316473741228,1,20,5,1
2024-01-03,2,2,10,1914,2280,43,1,13.53672464070596,2.0264139941957637,1,3,2,1
2024-06-08,3,5,7,997,1609,88,2,31.62207773643948,1.8938337060056645,6,8,5,1
2024-08-30,5,4,1,968,2042,78,2,42.60568346224542,1.2237189495969396,8,30,4,1
2024-03-04,4,9,7,1655,2321,9,1,23.603985902095225,2.1440075382283434,3,4,0,0
2024-07-06,0,6,11,1058,2483,14,0,4.816522078538753,9.267894145059511,7,6,5,0
2024-05-18,6,9,2,714,2029,10,0,7.054352718622915,9.716932452333104,5,18,5,0
2024-06-06,1,10,9,942,895,-12,0,10.784638759268574,9.54677993989231,6,6,3,0
2024-09-30,3,4,7,1001,2285,-3,0,11.484322285668368,9.928160794899496,9,30,0,0
2024-08-01,6,1,2,1423,1971,33,0,1.7108791897725713,9.608668234919644,8,1,3,1
2024-06-08,5,7,4,1149,463,9,0,8.004157140878815,8.629339553922671,6,8,5,0
2024-09-19,6,8,7,940,1191,14,0,8.023646759602366,7.18834982091499,9,19,3,0
2024-09-26,6,10,9,634,1481,12,0,3.100946014347978,7.686963192703702,9,26,3,0
2024-08-10,2,9,10,2088,955,5,0,4.228278905677004,8.98897817350371,8,10,5,0
2024-01-14,6,8,2,561,1199,3,0,9.826174349602072,7.773721754407896,1,14,6,0
2024-02-14,6,0,9,1315,2393,0,0,2.3876958376530126,9.089083486721083,2,14,2,0
2024-04-26,1,3,0,758,1811,-7,0,12.22877991598272,8.550841858568623,4,26,4,0
2024-06-22,5,0,1,1212,509,34,1,10.345165372559496,3.3212114704224205,6,22,5,1
2024-05-01,1,3,2,1463,1473,11,0,9.354374622647068,9.769602707751323,5,1,2,0
2024-09-08,3,0,7,905,941,23,0,13.381445198975168,9.552333992135578,9,8,6,1
2024-08-24,4,10,2,1073,1985,-10,0,12.218892865317844,8.034092647664867,8,24,5,0
2024-11-21,4,1,10,987,770,3,0,3.7446553056032794,7.064544943468422,11,21,3,0
2024-03-24,5,5,6,521,2346,-7,0,2.0053459567031773,8.914448500751705,3,24,6,0
2024-07-12,2,6,10,999,1016,23,1,20.76517195430651,4.414052106751028,7,12,4,1
2024-09-28,5,1,9,561,1944,6,0,11.505038430485332,7.07735606147144,9,28,5,0
2024-08-04,2,4,7,1701,352,38,0,1.38806926977861,7.928347225172374,8,4,6,1
2024-03-02,4,10,8,1974,1104,28,0,1.3073546885682568,7.82800446428047,3,2,5,1
2024-11-26,2,3,11,1228,1741,-7,0,6.612045406433553,9.626578024746792,11,26,1,0
2024-05-17,0,5,10,1581,1648,48,1,15.510349583226365,4.183155490118335,5,17,4,1
2024-12-28,0,4,7,2031,1210,47,0,12.15732176342494,8.146612074573545,12,28,5,1
2024-05-12,3,8,1,2278,1875,54,0,3.723107125273698,7.486944571506887,5,12,6,1
2024-12-02,5,6,3,1492,569,20,1,14.583937966207907,3.8872357999409433,12,2,0,1
2024-07-30,5,11,5,924,1308,22,0,0.2670367331711154,7.021185164748249,7,30,1,1
2024-07-30,6,3,0,1790,1302,25,0,8.642308570131915,7.718800004245668,7,30,1,1
2024-11-03,6,6,10,615,1508,14,1,24.93049602569356,2.223201580502134,11,3,6,0
2024-04-13,2,0,6,826,526,-8,0,9.072103157105987,7.339415986457501,4,13,5,0
2024-01-01,4,3,10,1518,1131,-18,0,7.484622841401075,7.595631962802629,1,1,0,0
2024-07-22,6,7,10,894,961,9,0,14.91041219699707,9.360107876450256,7,22,0,0
2024-06-18,3,7,9,1203,687,17,1,13.164470736903755,3.711142692649343,6,18,1,1
2024-02-01,4,8,9,1040,1378,79,2,30.33853745649832,0.720608444426169,2,1,3,1
2024-04-10,6,2,9,515,1055,-2,0,7.429738756427467,8.48518651954543,4,10,2,0
2024-01-26,6,4,5,1076,962,1,0,9.223361051156116,9.529900785539056,1,26,4,0
2024-09-10,5,8,4,1780,1012,-12,0,1.4947211483557998,8.307858216396458,9,10,1,0
2024-06-20,3,9,10,806,2269,7,0,10.97501266870646,7.125727163177716,6,20,3,0
2024-04-15,1,8,6,1706,1424,25,0,3.371968220490756,7.448760835019978,4,15,0,1
2024-12-11,0,10,6,1546,1105,48,1,18.268558676751518,3.049725328541308,12,11,2,1
2024-06-17,5,7,2,825,1921,2,0,8.45141969641181,8.939486585020639,6,17,0,0
2024-12-15,5,5,9,2054,1214,26,0,4.130692166025932,9.310730578144256,12,15,6,1
2024-07-10,6,6,11,595,617,12,0,12.121491763082023,7.26033758680132,7,10,2,0
2024-10-16,0,9,0,561,1730,67,2,33.62209881937718,0.6391922667123164,10,16,2,1
2024-08-06,2,2,1,583,926,14,1,17.904059704601234,3.772694008118081,8,6,1,0
2024-07-16,3,0,8,2295,1690,28,0,1.1434013177720597,8.343150589066108,7,16,1,1
2024-12-18,3,1,9,1849,1058,32,0,3.324347306092777,7.771422496732457,12,18,2,1
2024-05-24,3,4,10,2041,2300,19,0,7.492412967412804,9.148886448580845,5,24,4,1
2024-04-13,6,4,2,675,1493,-20,0,3.0862793473423142,8.145758756534978,4,13,5,0
2024-06-20,0,1,3,1809,2286,34,0,7.113571386835339,9.294016605978904,6,20,3,1
2024-12-13,5,10,3,1274,1037,6,0,5.657868179119237,8.448615436642239,12,13,4,0
2024-03-30,2,2,10,1496,1376,-3,0,2.017030165387399,8.550985075343053,3,30,5,0
2024-10-17,3,8,11,1385,432,19,0,4.416921459782252,7.509839201962649,10,17,3,1
2024-10-13,4,2,0,1769,644,-1,0,4.924294313853214,8.224996381547435,10,13,6,0
2024-01-31,1,2,9,1371,1426,42,0,14.266661798318044,9.864109091386712,1,31,2,1
2024-06-29,5,11,5,1805,1282,32,1,16.732044128785887,3.05933375777404,6,29,5,1
2024-01-10,5,10,4,1045,1280,18,0,12.342323596125022,9.591066894522015,1,10,2,1
2024-11-03,0,2,9,898,2198,145,2,40.52125973509161,0.5951365341804554,11,3,6,1
2024-08-09,1,3,7,1775,932,11,0,12.776959009444466,7.631744317714544,8,9,4,0
2024-06-05,2,7,2,1947,798,144,2,45.107980099849705,1.5070130718458057,6,5,2,1
2024-02-22,5,3,5,2200,2383,55,1,21.89104768652229,3.834811473507858,2,22,3,1
2024-03-22,0,7,4,865,1669,0,0,5.805240693676953,9.634384288692257,3,22,4,0
2024-04-25,3,2,0,1347,2461,25,1,10.02439140849286,4.394685329340037,4,25,3,1
2024-03-29,3,3,9,976,1549,82,2,28.50749913433936,1.871748176106204,3,29,4,1
2024-12-24,6,0,9,1813,855,30,0,7.064029649805276,9.285284804797636,12,24,1,1
2024-03-09,3,3,1,1060,1650,21,0,4.0988309394201625,9.119464631842988,3,9,5,1
2024-04-13,4,10,6,2140,924,24,0,1.6466708814374351,7.746677823074799,4,13,5,1
2024-08-21,4,2,11,1235,2054,20,0,2.6971734189146512,8.415653160479653,8,21,2,1
2024-11-14,1,6,1,1362,494,10,0,6.181625913216759,8.735662541494198,11,14,3,0
2024-01-23,4,9,1,2000,537,34,0,11.129405731009342,8.120136832000737,1,23,1,1
2024-08-06,4,6,11,1786,884,19,1,21.30924486862484,2.598474516142689,8,6,1,1
2024-01-31,3,10,4,2181,1145,15,0,14.847022847913305,9.514489284971,1,31,2,0
2024-09-15,6,2,6,1664,2067,100,2,25.42108459759913,1.2523309245561292,9,15,6,1
2024-04-03,4,8,1,898,1079,-5,0,9.21187125444193,8.718028620520055,4,3,2,0
2024-08-19,4,9,5,1013,744,5,0,0.910387252712565,9.509915924592892,8,19,0,0
2024-07-20,1,8,5,556,664,35,0,5.086147607621898,7.060082593383466,7,20,5,1
2024-09-10,4,11,10,1975,1623,28,0,8.033052399570165,9.05422665942528,9,10,1,1
2024-08-24,4,1,6,675,788,11,0,3.929472534935436,8.67006989718997,8,24,5,0
2024-04-15,4,10,9,811,707,76,2,47.48337074435753,1.8459064965951943,4,15,0,1
2024-03-05,1,1,2,778,1085,11,1,19.02185132934412,4.397593808998,3,5,1,0
2024-05-16,1,5,2,1226,1311,31,1,11.695833662882242,4.488063402052173,5,16,3,1
2024-10-02,1,6,2,1003,1779,6,0,3.939744473912104,8.861204143784098,10,2,2,0
2024-11-15,6,7,6,1944,2244,27,0,3.97601379418282,7.6579468522935,11,15,4,1
2024-04-07,0,5,7,1797,1808,24,1,10.987220132493944,4.800185978248665,4,7,6,1
2024-08-30,2,0,8,1100,388,14,0,14.21045595798717,7.119362785371748,8,30,4,0
2024-11-04,4,3,5,946,2066,3,0,12.525529771676045,7.1924806364561285,11,4,0,0
2024-10-24,1,7,8,2218,1005,15,0,14.869052695425845,9.875958456297674,10,24,3,0
2024-05-01,2,7,9,2187,1417,33,0,14.71122985732613,8.567248012336519,5,1,2,1
2024-03-05,2,6,4,2096,755,59,1,24.421673329423356,3.2371067105194418,3,5,1,1
2024-05-29,3,2,5,1894,1826,38,0,10.168101055705002,7.981907144217763,5,29,2,1
2024-03-07,5,8,7,2065,1693,15,0,11.141173600545248,7.177768745196653,3,7,3,0
2024-01-26,6,4,11,768,653,118,2,39.89116081212914,0.7171395291715884,1,26,4,1
2024-05-24,0,7,8,1301,948,16,0,14.083153605763506,8.183847641236948,5,24,4,1
2024-02-10,3,2,5,728,1327,12,0,6.874220309042737,7.323393701071467,2,10,5,0
2024-10-20,3,5,0,1343,1772,23,0,3.997188331510936,8.442857449771832,10,20,6,1
2024-12-23,4,3,4,1358,345,20,0,6.082837609502093,7.772846806886843,12,23,0,1
2024-12-09,2,0,7,1234,1634,11,0,0.6161064824991502,7.284210724893505,12,9,0,0
2024-11-28,6,11,8,767,898,9,0,4.37001318716351,7.267755942480047,11,28,3,0
2024-06-23,4,5,7,1836,1747,34,0,12.468678320197496,8.622334387059496,6,23,6,1
2024-06-03,6,10,0,924,790,-16,0,13.804566065372056,7.505252667104324,6,3,0,0
2024-05-16,6,4,8,1359,864,12,1,19.984948850110356,3.6918585438613296,5,16,3,0
2024-07-21,5,4,10,2107,834,5,0,11.753731797544534,8.776355778244914,7,21,6,0
2024-12-26,1,9,4,1641,2221,3,0,3.562532199381903,7.154907218477848,12,26,3,0
2024-04-19,2,10,7,1551,1962,17,0,6.845543585217058,9.49808745403102,4,19,4,1
2024-12-25,4,8,2,2042,1804,29,0,5.720547808996487,8.839018374180473,12,25,2,1
2024-12-18,6,1,10,653,1093,-8,0,4.844808212869441,8.423690329500621,12,18,2,0
2024-11-13,6,9,7,1472,2205,0,0,1.5596852619007218,8.073971944184642,11,13,2,0
2024-06-16,3,9,5,685,619,1,0,9.509295120794024,8.166240277889393,6,16,6,0
2024-04-21,5,0,9,812,1600,36,1,10.4498583780577,2.844288183198462,4,21,6,1
2024-05-08,4,11,5,2294,1122,31,0,3.992592524383432,8.614621237092635,5,8,2,1
2024-05-30,5,0,6,623,641,-15,0,5.128026857556487,7.572395398881289,5,30,3,0
2024-11-10,1,9,10,1869,456,39,0,4.533538200458152,9.990936721023544,11,10,6,1
2024-05-08,1,10,9,2011,370,4,1,17.889517326580116,4.566353106705827,5,8,2,0
2024-01-03,0,5,8,1757,2322,11,0,2.958798277505604,8.009496127018622,1,3,2,0
2024-04-21,4,9,0,1667,2462,14,0,10.10650830564184,7.23718183624708,4,21,6,0
2024-03-05,3,9,8,662,1645,43,1,18.17638077454458,4.580676832415637,3,5,1,1
2024-03-28,1,1,9,2182,998,16,0,12.761330604088306,9.222911996568849,3,28,3,1
2024-12-03,4,8,11,2259,2295,134,2,34.806150545001415,0.6068582745034427,12,3,1,1
2024-09-16,3,2,0,575,1094,-2,0,9.949563665392244,7.464351755120086,9,16,0,0
2024-09-11,1,4,0,2086,2057,40,1,15.236466985760712,4.578622062381108,9,11,2,1
2024-04-11,0,8,5,1263,302,123,2,38.24935625028628,1.4575026479994757,4,11,3,1
2024-05-18,2,8,10,2257,1414,71,1,17.28676597581355,2.5203983841977413,5,18,5,1
2024-12-13,4,3,11,523,1809,-2,0,5.835822135965561,8.990371418129744,12,13,4,0
2024-01-18,6,5,2,1259,1196,21,0,1.1930006437680574,9.678687926746546,1,18,3,1
2024-03-24,5,2,0,1297,446,-2,0,2.748039325591625,7.46442530745174,3,24,6,0
